Overs Remaining,0,1,2,3,4,5,6,7,8,9
1.83,11.649999999999999,11.483333333333334,11.383333333333333,11.216666666666667,10.766666666666666,11.033333333333333,10.25,8.633333333333335,6.25,6.15
1.67,10.6,10.466666666666667,10.366666666666667,10.233333333333333,9.833333333333332,10.066666666666666,9.4,7.966666666666667,5.8,5.8
1.5,9.55,9.45,9.35,9.25,8.899999999999999,9.1,8.55,7.300000000000001,5.35,5.45
1.33,8.5,8.433333333333334,8.333333333333332,8.266666666666666,7.966666666666667,8.133333333333333,7.699999999999999,6.633333333333333,4.9,5.1000000000000005
1.17,7.45,7.416666666666667,7.316666666666666,7.283333333333333,7.033333333333333,7.166666666666667,6.85,5.966666666666667,4.45,4.75
1.0,6.4,6.4,6.3,6.3,6.1,6.2,6.0,5.3,4.0,4.4
0.83,5.333333333333334,5.333333333333334,5.25,5.25,5.083333333333333,5.166666666666667,5.0,4.416666666666666,3.3333333333333335,3.666666666666667
0.67,4.2666666666666675,4.2666666666666675,4.199999999999999,4.199999999999999,4.066666666666666,4.133333333333333,4.0,3.533333333333333,2.666666666666667,2.9333333333333336
0.5,3.2,3.2,3.1499999999999995,3.1499999999999995,3.05,3.0999999999999996,3.0,2.65,2.0,2.2
0.33,2.1333333333333337,2.1333333333333337,2.0999999999999996,2.0999999999999996,2.033333333333333,2.0666666666666664,2.0,1.7666666666666666,1.3333333333333335,1.4666666666666668
0.17,1.0666666666666673,1.0666666666666673,1.0499999999999998,1.0499999999999998,1.0166666666666666,1.0333333333333332,1.0,0.8833333333333337,0.666666666666667,0.7333333333333334
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
