Balls Bowled,Wickets Lost: 0,Wickets Lost: 1,Wickets Lost: 2,Wickets Lost: 3,Wickets Lost: 4,Wickets Lost: 5,Wickets Lost: 6,Wickets Lost: 7,Wickets Lost: 8,Wickets Lost: 9
83,34.62162660711517,36.88471840735988,36.82996597373757,37.48037504173748,37.463604096867265,36.80760390604015,32.95098778045031,28.13088978841573,16.705249579522523,12.081571694879742
84,34.07656167430326,36.194585146214564,36.11640079067072,36.47634387603199,36.807112048011724,36.105820493923964,33.259228033424606,27.03667359320961,16.33163669495485,7.628496029201401
85,33.02321634310633,35.24288427258746,35.495222911766774,35.53995859469892,35.7981974985842,35.31764084883256,32.77962957278764,27.06731317506069,17.25420542058473,6.3406172413226125
86,31.990757020628532,34.509552489594775,34.51141020106322,34.86753788970056,34.963899923813216,34.214564259759435,32.34526056742644,26.881459205084635,15.298919177459595,8.458294283036551
87,30.59709632817088,33.97965670202921,33.54383139167321,33.889563476490245,34.07709594224896,33.55638366672577,31.6488200902143,25.989654305909816,17.158968058991842,9.27509760112198
88,29.66743736338519,33.311053718611205,32.52481077583504,33.00792076964887,33.03411946100329,33.13842866089517,30.638707806296427,25.906781674913663,16.569246519904,9.27509760112198
89,28.584256090268852,31.917339058919634,31.638364304945465,32.195665216786146,32.40335797675334,32.18404013047957,29.873885926199353,24.251939196417545,18.12572668226536,7.48046510822874
90,27.691693707835846,31.13518656689374,30.696030794841196,31.62147422575045,31.440599956782002,31.24502562954857,28.8973042729759,24.669236096211932,16.253466293619216,12.689480231036967
91,26.158620248899595,29.985410599702636,29.845494648625074,30.85770380468406,30.65987426930954,30.685506782937416,27.771395291426973,26.28007233186279,16.377454225238587,10.001733901212528
92,26.31027889422895,29.13789369678095,29.00452449422391,29.66811817839786,29.911520205043512,29.36378546700888,27.389982277355546,24.318049898525107,17.7446227328511,11.67090215488321
93,25.131344056228503,28.273659549115067,28.091527218274866,28.909210075821985,29.0706328388411,28.53560985613673,26.569664037775215,23.715329296050573,18.287261417565784,12.687734546511159
94,24.18567125660411,27.40155660736084,27.159260137835844,27.891348856232938,28.188039110373843,27.631577723966522,25.83800655681703,23.89800506431856,17.67963930296322,12.991757352912577
95,23.006903718934485,26.384544934111467,26.44280004855877,26.964739623722146,27.103136084911178,26.840049191779915,25.439795965353316,24.06668607729632,17.906238555362705,11.914306494602796
96,22.6182219936191,25.685728910845793,25.606549416383878,25.981454098556057,26.20668015069287,26.410535137331255,24.53220589802217,23.407385876103426,16.45381844995204,13.20760245683157
97,21.085725023605765,24.86992668811167,24.844761646968053,24.912907704229887,25.184913228254224,25.263442745483,24.06467168501766,23.842590861343872,15.603945326836795,15.086216705440346
98,20.909440239347447,23.79051475322123,23.922897898166525,24.106087366280246,24.24221882134055,24.056512547218027,23.318075671242735,22.522039376045576,14.688088128029392,16.91771811094929
99,20.401325846870403,22.6372815498847,22.882108575773298,23.186817435811637,23.501264344255123,22.6794396223581,22.964769351742415,21.301113632588965,14.826664533912677,15.673128339128548
100,19.933279042189934,21.885387364142343,21.913345782215153,22.26270925228909,22.707235781855896,21.77155280700776,22.02493099003143,20.38317794932636,15.030795398429614,14.210466883835918
101,19.465232237509465,21.234640098275342,20.973613345538233,21.36444700282396,21.78868151068568,20.87681502144141,21.324821493049644,19.186946448660724,14.764005305080937,12.613405002538439
102,18.99089908990899,20.40360273664107,20.156807786109663,20.23607893720737,21.076227450811032,20.042493446824725,20.504173411707168,18.343433864107865,13.881287225481582,11.178999196375276
103,17.80763790664781,19.494067294293657,19.090932681914797,19.476870220959782,20.141308743118806,19.23079181699918,18.815377127311805,18.052580507137723,14.72030576816048,12.209886502572498
104,21.216407355021218,18.098037492468045,18.065889784496104,18.35248177364731,19.07346174230566,18.13769917864077,18.163622425292285,17.291358663640974,13.16466124806504,11.866553499062318
105,19.54031117397454,17.000601246058316,17.159711025541622,17.39479769633615,18.031698145269317,17.105935100576694,17.229678465678298,16.33118364116564,12.67340272167758,10.562543305095788
106,17.57897218293258,15.65062250139891,16.061589330481084,16.35490492297532,17.33740808600067,16.011268258729324,16.205303075143636,16.142871548361963,11.548789469474137,10.661503916725334
107,22.857142857142858,14.52956628213083,15.073785469708737,15.518865211385775,16.283475019762765,14.996354887399756,15.498477666872775,15.738118116188076,11.10185003105603,9.797557025792551
108,22.380952380952383,13.915362667695334,13.749217668388829,14.72961727943893,15.182956622174796,14.0970123745888,14.530270072679638,15.182325673106831,11.035336461465585,8.073010307738976
109,21.904761904761905,12.974775332653506,12.712220630774114,13.584726495572726,14.307906888802844,13.104547768969216,13.326487864844736,14.477458782598655,10.698326978808344,7.777786542672669
110,19.047619047619047,11.40176727830843,11.810107237840699,12.717182356658936,12.976950519342253,12.416793593430805,12.10570448032651,13.002569748919687,10.537234476662512,6.682287361959936
111,18.571428571428573,10.570737745045182,10.962512076817086,11.584541553908135,11.743896229179335,11.489437669636544,10.947311817844323,11.758804785852055,10.055175300975913,6.261205381726201
112,15.714285714285714,9.867054183705461,9.97232552391575,10.630306620666527,10.53200332875312,10.43611151857954,10.25210188016542,10.166959339066986,9.449774073779121,6.05089994049382
113,12.857142857142856,8.701078493725912,8.977821592891196,9.747770944532167,9.483711855168666,9.37008338370432,9.193931405552396,9.32967696708549,8.323337444115872,5.717304673767317
114,10.0,7.667917743749825,7.670512509273858,8.778536534964811,8.513864837021712,8.357135390352955,8.179132935765065,8.225544493899221,7.566891278766463,5.907903723312769
115,9.285714285714285,6.2262042278976075,6.606837754796965,7.382414387189619,7.220225997773394,7.4969702132045235,6.75167518988504,7.258069397513188,6.658012269213654,5.163699254580846
116,8.095238095238095,5.0107951999835425,5.428203605397558,6.376872418752177,6.199224935415298,6.299581468238413,5.922649993317355,5.89911920049318,5.64941923945581,4.300348050249042
117,6.190476190476191,4.468246502306055,4.389510736091946,5.342121651779859,5.253742008042813,5.092507281077876,4.9111096956282125,4.650565637994901,4.581971563592759,3.5010130950306584
118,4.285714285714286,2.8892163229582266,3.4322621849024664,4.119825935214387,4.060069832818741,4.0141615214198465,3.706957750378617,3.5758170683345663,3.7139829885977296,2.6628812287475268
119,2.380952380952381,2.3871339402386624,2.4026953984791484,2.8644903125095276,2.9041795536652324,3.0163419252130517,2.670381408793751,2.4945565570588992,2.5358715947728556,2.107803296338994
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
